Back to ToC,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Reference_ID,Value,Organization Subtype,Location Name,Location ID,Superior Organization Name,Superior_Organization_ID,Comments,Sup Org Manager,Inactive
1303041731,,,,,,,,,,NEW1303041731,Science-Infrastructure and Planning BP,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1303022400,,,
1303042232,,,,,,,,,,NEW1303042232,Science-Senior Manager,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1301255763,,,
1303043430,,,,,,,,,,NEW1303043430,Science-Engagement Officer,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1303026360,,,
1303044097,,,,,,,,,,NEW1303044097,Science-Alumni Manager,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1303042232,,,
1303044146,,,,,,,,,,NEW1303044146,Science-Executive Officer,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1301255763,,,
1303045830,,,,,,,,,,NEW1303045830,Science-Student Placement Officer,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1303033786,,,
1303046686,,,,,,,,,,NEW1303046686,Science-Engagement Officer,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1303026360,,,
1303047920,,,,,,,,,,NEW1303047920,Science-Project Manager,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1301255848,,,
1303048747,,,,,,,,,,NEW1303048747,Science-Casual Executive Officer,Faculty or equivalent,St Lucia Campus,S01,Science,NEW1301255763,,,
1451107727,,,,,,,,,,NEW1451107727,Ctr Microscopy Microanlys-Principal Admin Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Microscopy Microanlys,SUP0000000779,,,
1451252818,,,,,,,,,,NEW1451252818,Ctr Microscopy Microanlys-Senior Scientific Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Microscopy Microanlys,SUP0000000779,,,
145,,,,,,,,,,SUP0000000779,Ctr Microscopy Microanlys-Uni/Faculty Centre Director,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Microscopy Microanlys,SUP0000000434,,,
1451284624,,,,,,,,,,NEW1451284624,Ctr Microscopy Microanlys-Senior Research Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Microscopy Microanlys,SUP0000000779,,,
1453018438,,,,,,,,,,NEW1453018438,Ctr Microscopy Microanlys-Principal Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Microscopy Microanlys,SUP0000000779,,,
1453028449,,,,,,,,,,NEW1453028449,Ctr Microscopy Microanlys-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Microscopy Microanlys,SUP0000000779,,,
1481258243,,,,,,,,,,NEW1481258243,"Business, Economics Law-Executive Coordinator",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1481276616,,,,,,,,,,NEW1481276616,"Business, Economics Law-Associate Dean",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1481287258,,,,,,,,,,NEW1481287258,"Business, Economics Law-Manager, Student Experience",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1481276616,,,
148,,,,,,,,,,SUP00000007,"Business, Economics Law-Executive Dean",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000001,,,
1483000486,,,,,,,,,,NEW1483000486,"Business, Economics Law-Associate Dean",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1483002139,,,,,,,,,,NEW1483002139,"Business, Economics Law-Principal Admin Officer",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483040719,,,
1483002767,,,,,,,,,,NEW1483002767,"Business, Economics Law-Relationship & Events Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1483004996,,,,,,,,,,NEW1483004996,"Business, Economics Law-Philanthropy Officer",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483025876,,,
1483008749,,,,,,,,,,NEW1483008749,"Business, Economics Law-Senior Academic Support Office",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1481276616,,,
1483011283,,,,,,,,,,NEW1483011283,"Business, Economics Law-Manager International Partners",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483002139,,,
1483015647,,,,,,,,,,NEW1483015647,"Business, Economics Law-Marketing Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1483018760,,,,,,,,,,NEW1483018760,"Business, Economics Law-Senior Manager, BEL SET",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1481276616,,,
1483023455,,,,,,,,,,NEW1483023455,"Business, Economics Law-Principal Admin Officer",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483002139,,,
1483023557,,,,,,,,,,NEW1483023557,"Business, Economics Law-Marketing & Publications Mgr",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483027232,,,
1483025603,,,,,,,,,,NEW1483025603,"Business, Economics Law-Facilities & Operations Manage",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483046092,,,
1483025876,,,,,,,,,,NEW1483025876,"Business, Economics Law-Associate Director",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1483026175,,,,,,,,,,NEW1483026175,"Business, Economics Law-Assistant Director",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483025876,,,
1483026801,,,,,,,,,,NEW1483026801,"Business, Economics Law-Research Partnerships Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483000486,,,
1483027232,,,,,,,,,,NEW1483027232,"Business, Economics Law-Senior Manager, Comms & Mk",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483046092,,,
1483028549,,,,,,,,,,NEW1483028549,"Business, Economics Law-Scholar Functional Reports To",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483000486,,,
1483028583,,,,,,,,,,NEW1483028583,"Business, Economics Law-Events Coordinator",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483044048,,,
1483031452,,,,,,,,,,NEW1483031452,"Business, Economics Law-Digital Experience Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483027232,,,
1483035655,,,,,,,,,,NEW1483035655,"Business, Economics Law-Administrative Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1481276616,,,
1483039099,,,,,,,,,,NEW1483039099,"Business, Economics Law-Associate Director",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1483039550,,,,,,,,,,NEW1483039550,"Business, Economics Law-Comms and Engagement Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483027232,,,
1483040719,,,,,,,,,,NEW1483040719,"Business, Economics Law-Deputy Executive Dean",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1483043356,,,,,,,,,,NEW1483043356,"Business, Economics Law-Snr Alumni Relations Officer",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483026175,,,
1483044048,,,,,,,,,,NEW1483044048,"Business, Economics Law-Events Team Leader",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1483027232,,,
1483044537,,,,,,,,,,NEW1483044537,"Business, Economics Law-Education Designer",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1481276616,,,
1483045378,,,,,,,,,,NEW1483045378,"Business, Economics Law-Senior Student Experience Offi",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",NEW1481287258,,,
1483046092,,,,,,,,,,NEW1483046092,"Business, Economics Law-Faculty Executive Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1483046558,,,,,,,,,,NEW1483046558,"Business, Economics Law-Faculty Executive Manager",Faculty or equivalent,St Lucia Campus,S01,"Business, Economics Law",SUP00000007,,,
1501003818,,,,,,,,,,NEW1501003818,Sch Economics-Tutorial Assistant,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1501004903,,,,,,,,,,NEW1501004903,Sch Economics-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1501012478,,,,,,,,,,NEW1501012478,Sch Economics-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1501018360,,,,,,,,,,NEW1501018360,Sch Economics-School Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1501022130,,,,,,,,,,NEW1501022130,Sch Economics-Operations Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503045954,,,
1501038043,,,,,,,,,,NEW1501038043,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1501004903,,,
1501047832,,,,,,,,,,NEW1501047832,Sch Economics-Senior Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503041359,,,
1501058467,,,,,,,,,,NEW1501058467,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1501047832,,,
1501059460,,,,,,,,,,NEW1501059460,Sch Economics-Tutorial Assistant,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1501102616,,,,,,,,,,NEW1501102616,Sch Economics-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503001140,,,,,,,,,,NEW1503001140,Sch Economics-Course Administration Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503003369,,,
1503003369,,,,,,,,,,NEW1503003369,Sch Economics-Senior Administrative Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1501018360,,,
1503006321,,,,,,,,,,NEW1503006321,Sch Economics-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503008970,,,,,,,,,,NEW1503008970,Sch Economics-Professor of Health Economics,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503010688,,,,,,,,,,NEW1503010688,Sch Economics-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503041359,,,
1503014719,,,,,,,,,,NEW1503014719,Sch Economics-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503015133,,,,,,,,,,NEW1503015133,Sch Economics-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503015939,,,,,,,,,,NEW1503015939,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503021450,,,
1503016494,,,,,,,,,,NEW1503016494,Sch Economics-Administrative Asst (Finance),Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1501022130,,,
150,,,,,,,,,,SUP0000000148,Sch Economics-Head of School,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP00000007,,,
1503017813,,,,,,,,,,NEW1503017813,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503019454,,,,,,,,,,NEW1503019454,Sch Economics-Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503019598,,,,,,,,,,NEW1503019598,Sch Economics-Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503019731,,,,,,,,,,NEW1503019731,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503021450,,,,,,,,,,NEW1503021450,Sch Economics-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503021591,,,,,,,,,,NEW1503021591,Sch Economics-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503041359,,,
1503023888,,,,,,,,,,NEW1503023888,Sch Economics-Senior Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503024311,,,,,,,,,,NEW1503024311,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503024360,,,,,,,,,,NEW1503024360,Sch Economics-Finance Assistant,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503024361,,,,,,,,,,NEW1503024361,Sch Economics-Senior Finance Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1501022130,,,
1503025172,,,,,,,,,,NEW1503025172,Sch Economics-Senior Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503025175,,,,,,,,,,NEW1503025175,Sch Economics-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503041359,,,
1503026164,,,,,,,,,,NEW1503026164,Sch Economics-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503027092,,,,,,,,,,NEW1503027092,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1501102616,,,
1503027163,,,,,,,,,,NEW1503027163,Sch Economics-Course Administration Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503003369,,,
1503028450,,,,,,,,,,NEW1503028450,Sch Economics-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503028463,,,,,,,,,,NEW1503028463,Sch Economics-Scholar Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503028635,,,,,,,,,,NEW1503028635,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503014719,,,
1503033774,,,,,,,,,,NEW1503033774,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503033866,,,,,,,,,,NEW1503033866,Sch Economics-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503021450,,,
1503037337,,,,,,,,,,NEW1503037337,Sch Economics-ARC DECRA Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503039669,,,,,,,,,,NEW1503039669,Sch Economics-ARC Future Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503041359,,,,,,,,,,NEW1503041359,Sch Economics-VC Senior Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503044747,,,,,,,,,,NEW1503044747,"Sch Economics-Director, External Engagement",Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503044751,,,,,,,,,,NEW1503044751,Sch Economics-Director of Research,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,SUP0000000148,,,
1503045954,,,,,,,,,,NEW1503045954,Sch Economics-Senior Operations Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1501018360,,,
1503047470,,,,,,,,,,NEW1503047470,Sch Economics-Academic Admini Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Economics,NEW1503003369,,,
1531030148,,,,,,,,,,NEW1531030148,Sch Law (TC Beirne)-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1531048002,,,,,,,,,,NEW1531048002,Sch Law (TC Beirne)-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1531088796,,,,,,,,,,NEW1531088796,Sch Law (TC Beirne)-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1531149882,,,,,,,,,,NEW1531149882,Sch Law (TC Beirne)-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1531199764,,,,,,,,,,NEW1531199764,Sch Law (TC Beirne)-Senior Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1533010592,,,
1531228211,,,,,,,,,,NEW1531228211,Sch Law (TC Beirne)-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1531229054,,,,,,,,,,NEW1531229054,Sch Law (TC Beirne)-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1533017040,,,
1531253088,,,,,,,,,,NEW1531253088,Sch Law (TC Beirne)-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1531273891,,,,,,,,,,NEW1531273891,"Sch Law (TC Beirne)-Manager, Academic Programs",Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1533035209,,,
1531291080,,,,,,,,,,NEW1531291080,Sch Law (TC Beirne)-Admin Officer (Teaching Sup),Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1531273891,,,
1531318435,,,,,,,,,,NEW1531318435,Sch Law (TC Beirne)-Senior Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1533024484,,,
1531327507,,,,,,,,,,NEW1531327507,Sch Law (TC Beirne)-Finance Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533000503,,,,,,,,,,NEW1533000503,Sch Law (TC Beirne)-Administrative Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533000707,,,,,,,,,,NEW1533000707,Sch Law (TC Beirne)-Senior Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1533027901,,,
1533000906,,,,,,,,,,NEW1533000906,Sch Law (TC Beirne)-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533010592,,,,,,,,,,NEW1533010592,Sch Law (TC Beirne)-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533011812,,,,,,,,,,NEW1533011812,Sch Law (TC Beirne)-Administrative Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1533027484,,,
1533012641,,,,,,,,,,NEW1533012641,Sch Law (TC Beirne)-Associate Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533017040,,,,,,,,,,NEW1533017040,Sch Law (TC Beirne)-Deputy Head of School,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
153,,,,,,,,,,SUP0000000148,Sch Law (TC Beirne)-Head of School,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP00000007,,,
1533021512,,,,,,,,,,NEW1533021512,Sch Law (TC Beirne)-UQ Postdoctoral ResearchFellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533022239,,,,,,,,,,NEW1533022239,Sch Law (TC Beirne)-Lecturer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1533017040,,,
1533024484,,,,,,,,,,NEW1533024484,Sch Law (TC Beirne)-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533025022,,,,,,,,,,NEW1533025022,Sch Law (TC Beirne)-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533026254,,,,,,,,,,NEW1533026254,Sch Law (TC Beirne)-Executive Projects Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533026540,,,,,,,,,,NEW1533026540,"Sch Law (TC Beirne)-Director, UQ Pro Bono Centre",Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
1533027484,,,,,,,,,,NEW1533027484,Sch Law (TC Beirne)-Administrative Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),NEW1531273891,,,
1533027831,,,,,,,,,,NEW1533027831,Sch Law (TC Beirne)-ARC Future Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Sch Law (TC Beirne),SUP0000000148,,,
